word,valence,arousal
alleyway,-0.286,-0.058
alliance,0.392,-0.054
allied,0.428,-0.51
allies,0.667,0.481
alligator,-0.292,0.408
alliterate,0.381,0.333
alliteration,0.407,0.286
alliterative,0.667,0.095
alliteratively,0.333,0.6
alliterativeness,0.333,0.074
allo,0.0,0.0
allocate,0.346,-0.076
allocation,0.208,-0.224
allocative,0.0,-0.667
allocator,0.571,0.667
allot,0.244,-0.038
allotment,0.2,-0.22
allow,0.396,-0.142
allowable,0.396,0.0
allowably,0.208,-0.593
allowance,0.346,-0.236
allowed,0.46,-0.28
alloy,0.166,-0.114
allsmiles,0.572,0.056
allspice,0.286,-0.667
allstar,0.15,0.034
alltime,0.2,-0.124
allude,0.0,0.381
allure,0.608,0.17
allurement,0.667,0.667
alluring,0.674,0.49
alluringness,0.667,0.667
allusion,-0.12,-0.384
allusive,0.333,0.333
allusively,0.083,0.542
allusiveness,0.593,-0.667
alluvial,-0.354,-0.02
ally,0.584,-0.36
almanac,0.376,-0.609
almightily,1.0,0.333
almightiness,1.0,0.048
almighty,0.876,0.748
almond,0.396,-0.634
almonds,0.63,-0.625
almost,-0.072,-0.258
alms,0.75,-0.292
almsgiver,0.667,-0.292
aloft,0.542,-0.254
aloha,0.396,-0.12
alone,-0.334,-0.666
aloneness,-0.333,-1.0
along,0.206,-0.222
alongside,-0.084,-0.334
aloof,-0.622,-0.154
aloofness,-0.667,-1.0
alopecia,-0.667,-0.625
aloud,-0.084,0.426
alpaca,0.417,-0.63
alpha,0.416,-0.32
alphabet,0.124,-0.592
alphabetic,0.0,0.0
alphabetical,0.074,-0.408
alphabetically,0.0,-0.667
alphabetization,0.519,-0.593
alphabetize,0.238,0.5
alphabetizer,0.167,0.667
alphanumeric,0.0,0.0
alphanumerical,0.0,-0.444
alpine,0.188,-0.326
alps,0.952,-0.333
already,0.0,-0.306
alreadyyyyy,0.184,0.434
alright,0.172,-0.236
alrighty,0.375,0.667
also,0.0,0.0
alt,0.0,0.0
altar,0.595,-0.425
altarpiece,0.667,-1.0
alter,-0.334,0.388
alterability,0.0,0.0
alterable,0.667,0.333
alterably,0.0,0.0
alteration,-0.666,0.596
altercate,-0.667,0.667
altercation,-0.66,0.612
altered,-0.49,0.53
alternate,0.25,-0.274
alternately,0.0,0.667
alternating,-0.04,-0.012
alternation,0.0,0.667
alternative,0.256,-0.254
alternatively,0.0,0.0
alternativeness,0.333,0.074
alternator,0.095,0.667
although,-0.066,-0.038
altimeter,0.23,0.02
altitude,0.416,-0.036
altitudinal,0.0,0.0
alto,0.312,-0.192
altogether,0.666,-0.352
altruism,1.0,0.143
altruist,1.0,0.259
altruistic,1.0,-0.238
altruistically,1.0,-0.296
alum,0.0,0.0
aluminum,-0.102,-0.44
alumna,0.556,-0.593
alumnae,0.667,-0.556
alumni,0.1,-0.066
alumnus,0.266,-0.264
alveolar,-0.062,-0.038
always,0.111,0.0
alzheimer,-1.0,-0.625
alzheimers,-0.612,0.036
am,0.0,0.0
amalgam,-0.124,-0.334
amalgamate,0.571,0.667
amalgamated,0.667,0.667
amalgamation,-0.188,-0.06
amalgamative,0.667,0.524
amalgamator,0.042,0.667
amaretto,0.086,0.102
amass,0.104,-0.07
amateur,-0.062,0.0
amateurish,-0.667,-0.333
amateurishly,-0.611,0.542
amateurishness,-0.667,-0.389
amateurism,-0.167,-0.333
amaze,0.792,0.686
amazed,0.592,0.558
amazedly,0.815,0.611
amazedness,0.654,0.744
amazement,0.5,0.6
amazing,0.812,0.674
amazingly,0.836,0.53
amazon,0.667,0.4
ambassador,0.302,0.058
ambassadorial,0.556,-0.542
ambassadorship,0.704,-0.667
amber,0.27,-0.384
ambiance,0.667,-0.905
ambidexterity,1.0,0.667
ambidexterous,0.708,0.0
ambidextrous,0.667,0.0
ambidextrously,0.667,0.667
ambidextrousness,0.708,0.19
ambience,0.47,-0.288
ambient,0.25,-0.28
ambiguity,-0.672,-0.08
ambiguous,-0.47,-0.076
ambiguously,-0.333,-0.571
ambiguousness,-0.333,-0.667
ambit,-0.042,-0.24
ambition,0.02,0.608
ambitionless,-0.667,-1.0
ambitious,-0.032,0.642
ambitiously,0.708,0.667
ambitiousness,0.667,0.667
ambivalence,-0.417,-0.667
ambivalent,0.02,-0.192
amble,0.333,-0.333
ambler,0.042,0.667
ambrosia,0.142,-0.096
ambrosial,1.0,-0.238
ambulance,0.0,0.5
ambulant,0.571,0.667
ambulate,0.037,0.667
ambulation,0.556,1.0
ambulatory,0.63,0.583
ambush,-0.438,0.66
ambusher,-0.667,1.0
ameliorate,0.54,0.096
amen,0.562,-0.636
amenability,0.833,-0.333
amenable,-0.104,-0.18
amenably,0.6,-0.571
amend,0.376,-0.188
amendable,0.667,-0.481
amendment,0.062,-0.082
amends,0.28,-0.268
amenity,0.5,-0.346
americanize,0.0,0.667
amethyst,0.244,-0.188
amiability,1.0,-0.667
amiable,0.694,-0.42
amiableness,1.0,-0.524
amiably,0.889,-0.958
amicability,0.722,-0.571
amicable,0.75,-0.34
amicableness,1.0,-0.63
amicably,0.889,-0.519
amid,0.01,-0.32
amidst,-0.02,-0.408
amigo,0.952,0.048
amigos,0.708,-0.37
amino,0.102,-0.196
amiss,-0.667,0.556
ammo,-0.354,0.53
ammonia,-0.416,0.174
ammonite,0.0,-0.963
ammonium,-0.292,-0.208
ammunition,-0.324,0.27
amnesia,-0.408,-0.34
amnesiac,-0.667,-0.619
amnesic,-0.667,-0.542
amnesty,0.102,-0.098
amniotic,0.0,-0.889
amoeba,-0.048,0.0
amoebae,-0.333,-0.8
amoebic,-0.708,0.0
amok,-0.667,1.0
among,0.064,-0.296
amongst,-0.034,-0.062
amoral,-0.667,0.0
amorality,-0.667,-0.444
amorous,0.688,0.34
amorously,0.944,0.857
amorousness,0.905,0.667
amorphous,-0.346,-0.196
amorphously,-0.286,-0.667
amorphousness,-0.381,-0.875
amortization,0.184,-0.018
amount,0.124,-0.156
amour,0.73,-0.04
amoxicillin,0.5,0.0
amp,-0.122,-0.214
amperage,0.0,0.571
ampersand,-0.04,-0.104
amphetamine,-0.667,1.0
amphetamines,-0.734,0.334
amphibian,-0.146,-0.286
amphibious,-0.042,-0.308
amphibiously,0.0,0.111
amphibiousness,0.0,0.0
amphitheater,0.306,-0.04
ample,0.488,-0.302
ampleness,0.667,0.0
amplification,0.38,0.354
amplifier,0.048,0.667
amplify,0.354,0.47
amplitude,0.388,-0.122
amply,0.562,-0.138
amputate,-0.816,0.32
amputation,-0.8,0.51
amputee,-0.571,-0.389
amuck,-0.23,0.204
amulet,0.562,-0.48
amusable,0.63,0.296
amuse,0.624,0.368
amused,0.884,0.694
amusedly,0.762,0.625
amusement,0.858,0.674
amuser,0.524,0.667
amusing,0.92,0.658
ana,0.082,-0.4
anabolic,0.619,0.708
anabolism,0.667,0.625
anachronism,-0.333,-0.083
anachronistic,-0.556,-0.593
anachronistically,0.0,0.0
anachronous,-0.667,-0.056
anaconda,-0.708,0.66
anaerobia,-0.375,-0.958
anaerobic,-0.333,-0.333
anaesthesia,-0.3,-0.566
anaesthetic,-0.102,-0.464
anaesthetize,-0.381,-0.952
anagram,0.104,-0.346
anagrammatic,0.0,0.6
anagrammatically,0.0,0.667
anal,-0.334,0.596
analgesia,0.667,-1.0
analgesic,-0.166,-0.358
analog,0.0,0.0
analogical,0.556,-0.667
analogically,0.0,-0.333
analogism,0.0,0.0
analogist,0.083,0.667
analogize,0.444,0.667
analogous,0.062,-0.46
analogously,0.0,0.0
analogue,0.14,-0.36
analogy,0.02,-0.266
analyses,0.667,-0.667
analysis,0.458,-0.104
analyst,0.208,-0.17
analytic,0.33,0.042
analytical,0.25,-0.352
analytically,0.625,0.417
analyzability,0.524,-0.481
analyzable,0.667,0.125
analyze,0.334,-0.076
analyzed,0.048,0.143
analyzer,0.25,0.112
anamorphic,0.0,0.0
anamorphous,-0.074,0.0
anaphylactic,-0.244,0.176
anaphylaxis,-1.0,0.857
anarchic,-0.667,0.667
anarchical,-0.704,0.667
anarchically,-0.714,0.667
anarchism,-0.75,0.608
anarchist,-0.592,0.4
anarchistic,-0.667,0.667
anarchize,-0.667,1.0
anarchy,-0.708,0.51
anastomosis,-0.25,-0.06
anathema,-0.428,-0.02
anatomic,0.124,-0.116
anatomical,0.0,-0.5
anatomically,0.0,-0.852
anatomist,0.0,0.095
anatomization,0.0,0.333
anatomize,0.0,0.625
anatomy,0.124,-0.22
ancestor,0.184,-0.224
ancestral,0.28,-0.038
ancestrally,0.042,-0.75
ancestress,0.0,-0.667
ancestry,0.416,0.038
anchor,0.04,-0.432
anchorage,0.0,-0.35
anchorless,-0.667,-0.37
anchorman,0.524,0.667
anchorwoman,0.381,0.667
anchovies,-0.222,0.0
anchovy,-0.333,0.0
ancient,-0.16,-0.566
anciently,0.0,-0.375
ancientness,0.286,-0.704
ancillary,-0.102,-0.116
and,0.0,0.0
androgen,-0.49,0.046
androgenic,0.037,0.667
androgynous,0.0,0.0
androgyny,0.048,0.0
android,0.326,-0.128
anecdotal,0.0,0.037
anecdote,0.166,0.058
anecdotic,-0.278,-0.667
anecdotist,0.042,0.667
anemia,-0.624,-0.346
anemic,-0.666,-0.442
anemone,0.104,0.076
anesthesia,-0.27,-0.568
anesthesiologist,-0.162,-0.552
anesthesiology,0.476,0.37
anesthetic,-0.3,-0.472
anesthetically,-0.278,-0.963
anesthetist,0.19,-0.583
anesthetization,-0.292,-0.778
anesthetize,-0.571,-1.0
aneurism,-0.778,0.333
aneurysm,-0.77,0.38
anew,0.542,-0.284
angel,0.812,-0.684
angelfish,0.667,-0.571
angelic,0.656,-0.404
angelical,1.0,-0.926
angelically,0.917,-0.333
anger,-0.666,0.73
angered,-0.976,0.538
angermanagement,-0.48,0.264
angina,-0.54,0.26
angiogram,-0.306,0.04
angiograph,0.133,-0.593
angiography,-0.244,0.072
angioplasty,0.667,0.667
angle,0.041,-0.17
angled,0.0,0.259
anglicism,0.0,0.0
anglicize,0.0,0.571
angling,0.25,-0.184
anglomaniac,-0.333,0.333
anglophile,0.667,0.0
angora,0.058,-0.15
angriest,-0.812,0.784
angrily,-0.963,1.0
angriness,-0.889,1.0
angry,-0.756,0.66
angrytweet,-0.47,0.288
angst,-0.666,0.776
anguish,-0.694,0.584
anguished,-0.73,0.44
angular,-0.102,-0.438
angularity,-0.25,0.048
angularly,0.0,-0.593
angulated,-0.333,0.333
angulation,0.0,0.667
anhydrous,-0.088,-0.27
animal,0.042,0.02
animalism,0.0,-0.37
animalist,0.0,0.429
animalistic,-0.381,0.667
animalization,-0.611,0.667
animalize,-0.375,0.667
animate,0.654,0.431
animated,0.646,0.352
animatedly,0.667,1.0
animation,0.776,0.5
animator,0.704,0.714
animism,0.0,0.048
animosity,0.02,0.448
animus,0.396,0.352
ankle,0.0,-0.452
anklebone,0.0,0.0
anklet,-0.18,-0.448
annals,-0.146,0.22
annex,0.188,-0.3
annexable,0.278,-0.333
annexation,-0.316,0.0
annexe,0.168,-0.3
annihilate,-0.77,0.836
annihilated,-0.84,0.52
annihilation,-0.918,0.6
annihilationist,-0.667,0.667
annihilative,-1.0,0.958
annihilator,-1.0,1.0
anniversary,0.76,0.54
annotate,0.184,-0.062
annotation,0.208,-0.06
annotative,0.185,0.667
annotator,0.0,0.667
announce,0.388,0.236
announced,0.095,0.593
announcement,0.458,-0.018
announcer,0.204,0.14
annoy,-0.812,0.53
annoyance,-0.666,0.436
annoyed,-0.792,0.566
annoyer,-0.952,0.667
annoyin,-0.48,0.146
annoying,-0.836,0.706
annoyingness,-0.722,0.583
annoys,-0.708,0.556
annual,0.104,-0.528
annualize,0.0,-0.056
annually,0.0,-0.667
annuity,0.042,-0.392
annul,-0.5,-0.104
annular,-0.38,-0.23
annullable,-0.667,-0.619
annulment,-0.694,-0.25
annulus,-0.084,-0.24
annunciate,0.2,0.5
annunciation,0.556,0.0
anode,0.074,0.0
anodize,0.0,-0.571
anoint,0.667,0.286
anointed,0.0,-0.264
anointer,0.571,-0.2
anointing,0.306,-0.3
anointment,0.5,-0.375
anomalism,-0.333,0.0
anomalistic,-0.333,0.375
anomalous,-0.438,-0.04
anomalously,-0.148,0.0
anomaly,-0.624,0.076
anon,-0.042,-0.292
anonymity,-0.062,-0.49
anonymous,-0.208,-0.418
anonymously,0.0,-0.133
anorexia,-1.0,-0.333
anorexic,-0.68,0.236
another,-0.1,-0.318
answer,0.074,-0.254
answerability,0.667,-0.111
answerable,0.416,-0.038
answerably,0.0,0.0
answerer,0.333,0.593
answering,0.368,0.0
answerless,-0.667,-0.815
ant,-0.104,-0.568
antacid,0.481,-0.333
antagonism,-0.552,0.236
antagonist,-0.52,0.23
antagonistic,-0.408,0.208
antagonistically,-0.762,0.667
antagonize,-0.542,0.326
antarctic,0.0,-1.0
ante,-0.104,-0.36
anteater,0.0,0.667
antebellum,-0.208,-0.667
antecede,0.042,0.667
antecedence,0.0,-0.571
antecedent,-0.146,0.102
antechamber,0.074,-0.667
antelope,0.084,0.02
antenna,0.042,-0.346
antennae,0.0,-0.067
antepartum,0.0,-0.667
anterior,0.02,-0.51
anteroom,0.0,-0.722
anthem,0.56,-0.314
anthill,-0.346,0.156
anthological,0.667,-0.148
anthologist,0.542,-0.667
anthologize,0.667,0.667
anthology,-0.324,-0.188
anthrax,-0.624,0.46
anthropic,0.0,0.0
anthropocentric,-0.048,0.0
anthropogenesis,0.0,0.0
anthropogenic,-0.259,0.0
anthropography,0.0,-0.296
anthropoid,0.0,-0.074
anthropological,-0.266,-0.22
anthropologically,0.111,-0.167
anthropologist,0.102,-0.23
anthropology,-0.02,-0.266
anthropomorphic,0.0,0.056
anthropomorphically,0.0,-0.476
anthropomorphism,0.0,0.667
anthropomorphist,0.0,0.407
anthropomorphize,0.0,0.667
anthropomorphosis,0.0,0.185
anthropomorphous,0.0,0.111
anti,-0.27,-0.176
antiaircraft,-0.34,0.244
antibacterial,0.667,0.0
antibiotic,0.02,-0.254
antibiotics,-0.104,-0.188
antibody,1.0,-0.704
antic,-0.083,0.75
anticensorship,0.667,0.667
antichrist,-0.836,0.674
antichristian,-0.889,0.083
antichurch,-0.667,0.571
anticipant,0.667,0.667
anticipatable,0.407,-0.333
anticipate,0.244,-0.062
anticipated,0.63,0.667
anticipation,0.396,0.078
anticipative,0.667,0.667
anticipator,0.667,0.667
anticipatorily,0.296,0.667
anticipatory,0.306,0.102
anticlassical,0.0,0.556
anticlassicist,-0.222,0.593
anticlerical,-0.667,0.667
anticlericalism,-0.667,0.625
anticlimactic,-0.667,-0.625
anticlimax,-0.667,-0.667
anticlockwise,0.0,0.444
anticoagulant,-0.208,-0.667
anticoagulation,-0.667,-0.037
anticommunism,-0.667,0.63
anticommunist,0.0,0.667
anticonvulsant,0.667,0.333
anticonvulsive,0.667,-0.75
anticorrosion,0.667,-0.778
anticorrosive,0.667,-0.333
antics,-0.104,0.48
anticyclone,0.0,-0.5
antidemocrat,-0.667,0.667
antidemocratic,-1.0,0.571
antidepressant,0.667,-0.333
antidiuretic,-0.375,-0.63
antidotal,0.048,0.542
antidote,0.082,-0.02
antidrug,0.81,-0.667
antiestablishment,-0.333,0.708
antievolution,-0.667,-0.125
antievolutionist,-0.444,0.625
antifascist,0.926,0.667
antifeminism,-0.667,0.667
antifeminist,-0.833,0.63
antifreeze,-0.267,0.042
antifriction,0.611,0.0
antifundamentalist,-0.625,0.667
antifungal,-0.184,-0.176
antigambling,0.542,-0.571
antigen,0.0,0.0
antiglare,0.667,-0.571
antigovernment,-0.5,0.667
antigravity,-0.14,0.428
antigrowth,-0.667,-0.741
antihero,-0.333,0.619
antiheroic,-0.667,-0.167
antihistamine,0.042,-0.444
antihistaminic,0.042,-0.429
antihuman,-1.0,0.095
antimatter,0.0,0.042
antimicrobial,0.667,0.37
antimilitarism,0.667,-0.667
antimilitarist,-0.333,-0.556
antimilitary,-0.625,-0.571
antimissile,-0.619,0.667
antimonarchic,-0.333,0.6
antimonarchical,-0.429,0.667
antimonarchist,-0.037,0.481
antimony,-0.244,-0.204
antinational,-1.0,-0.296
antinationalist,-0.571,0.619
antinationalistic,-0.667,-0.667
antinuclear,-0.556,0.667
antioxidant,0.792,-0.222
antipapal,-0.667,0.0
antiparliamentary,-0.611,0.625
antipasto,0.667,0.167
antipathetic,-0.952,-0.593
antipathetically,-0.958,0.762
antipathic,-0.889,-0.63
antipathy,-0.604,0.098
antipatriotic,-1.0,0.667
antipersonnel,-0.952,0.958
antiperspirant,0.333,-0.333
antipoetic,-0.667,-0.708
antipollution,0.833,-0.458
antipoverty,1.0,0.667
antipsychotic,-0.667,-0.667
antiquarian,0.0,-0.534
antiquarianism,0.278,-0.583
antiquary,0.333,-0.667
antiquate,-0.667,-0.667
antiquated,-0.16,-0.216
antiquation,-0.133,-1.0
antique,0.268,-0.42
antiquely,0.333,-0.75
antiqueness,0.583,-1.0
antiques,0.08,-0.26
antiquity,-0.23,-0.334
antiradical,-0.467,-0.667
antirealism,-0.333,-0.583
antireligious,-0.524,0.19
antirevisionist,-0.667,-0.111
antirevolutionary,-0.667,0.667
antiroyalist,-0.333,0.667
antiscientific,-0.667,-0.571
antisemitic,-1.0,0.667
antisemitism,-0.414,0.13
antisepsis,0.667,0.63
antiseptic,-0.124,-0.26
antiseptically,0.667,-1.0
antiserum,0.583,0.222
antislavery,1.0,0.667
antismoking,0.708,0.667
antisocial,-0.708,0.372
antisocialist,-0.741,0.593
antispasmodic,0.667,-0.857
antistrike,-0.5,-0.667
antisubmarine,0.143,0.667
antitheft,0.667,0.333
antitheism,-0.63,0.0
antitheist,-0.417,0.556
antitheses,-0.037,0.0
antithesis,-0.208,-0.176
antithetical,-0.458,0.018
antithetically,0.0,0.0
antitoxic,0.741,-0.778
antitoxin,0.762,-0.458
antitrust,-0.333,0.583
antitypical,-0.286,-0.667
antivax,-0.322,0.102
antivaxxer,-0.38,0.25
antiviral,-0.082,-0.06
antivirus,0.667,0.667
antiwar,0.458,0.667
antler,-0.104,-0.06
antlerless,-0.042,-0.167
antonym,0.0,0.0
antsy,-0.102,0.116
anus,-0.306,0.288
anvil,-0.24,0.02
anxiety,-0.708,0.73
anxietyattack,-0.7,0.85
anxious,-0.438,0.75
anxiously,-0.667,0.667
anxiousness,-0.53,0.628
anybody,-0.038,-0.318
anyhow,0.0,0.0
anymore,-0.138,-0.28
anyone,-0.104,-0.2
anyplace,0.0,0.083
anything,0.0,0.0
anytime,0.25,-0.078
anyway,-0.066,-0.322
anywhere,0.28,-0.268
aorta,-0.104,0.02
aortal,0.0,-0.667
aortic,-0.128,0.08
apace,0.072,0.0
apache,0.374,-0.062
apart,-0.466,-0.242
apartheid,-0.428,0.356
apartment,0.438,-0.214
apartments,0.408,-0.326
apartness,-0.333,-0.667
apathetic,-0.624,-0.416
apathetical,-0.667,-1.0
apathetically,-0.667,-1.0
apathy,-0.632,-0.576
ape,0.096,-0.222
apelike,-0.333,0.519
aperitif,0.63,0.333
aperture,0.224,-0.1
apex,0.14,-0.134
aphasia,-0.667,-0.667
aphid,-0.224,-0.054
aphorism,0.407,-0.81
aphrodisiac,0.5,0.692
aphrodisiacal,0.667,1.0
apiece,-0.122,-0.482
aplenty,1.0,0.0
aplomb,0.0,0.018
apnea,-0.667,-0.792
apocalypse,-0.9,0.734
apocalyptic,-0.654,0.76
apocalyptical,-0.625,0.444
apocalyptically,-1.0,0.958
apocryphal,-0.333,-0.889
apolitical,0.0,-0.667
apologetic,-0.042,-0.078
apologetically,-0.37,-0.375
apologies,0.667,-0.667
apologise,0.417,0.333
apologist,-0.188,-0.142
apologize,0.102,-0.244
apologized,0.333,-0.333
apologizer,0.286,-0.667
apology,0.142,-0.308
apoplectic,-0.667,1.0
apoplectically,-1.0,1.0
apoplexy,-0.667,0.667
apostasy,-0.224,0.04
apostate,-0.316,0.0
apostle,0.292,-0.306
apostleship,1.0,-0.667
apostolate,1.0,-0.381
apostolic,0.184,-0.4
apostolically,0.571,-0.667
apostolicism,0.286,-0.593
apostrophe,-0.062,-0.264
apostrophic,0.0,0.4
apostrophize,0.0,0.542
apothecary,0.122,-0.344
apotheosis,1.0,0.333
app,-0.116,-0.12
appall,-1.0,0.667
appalled,-0.612,0.584
appalling,-0.68,0.654
apparatus,-0.25,-0.294
apparel,0.396,-0.13
apparent,-0.054,-0.234
apparently,0.062,-0.18
apparentness,0.095,0.0
apparition,-0.188,0.146
apparitional,-0.4,0.519
appeal,0.326,0.196
appealable,0.667,-0.667
appealer,0.111,0.593
appear,0.47,0.012
appearance,0.338,-0.02
appeasable,0.63,-0.667
appease,0.266,-0.444
appeasement,-0.667,-0.63
appeaser,-0.429,0.556
appellant,-0.346,0.176
appellate,0.0,0.593
appellation,0.0,0.0
append,0.146,-0.072
appendage,-0.542,-0.236
appendectomy,-0.646,0.34
appendices,0.167,-0.533
appendicitis,-0.938,0.28
appendicular,0.0,0.0
appendix,-0.27,-0.226
appetite,0.408,0.274
appetizer,0.51,0.12
appetizing,0.612,0.314
applaud,0.73,0.648
applaudable,0.958,-0.222
applauder,1.0,0.667
applause,0.906,0.714
apple,0.622,-0.4
applecart,-0.333,0.571
applejack,0.208,-0.138
applesauce,0.5,-0.646
appliance,0.164,-0.094
appliances,0.188,-0.212
applicability,0.354,-0.02
applicable,-0.062,-0.14
applicableness,0.556,-0.25
applicably,0.619,-0.667
applicant,0.224,0.116
application,0.292,-0.11
applicative,0.25,0.667
applicator,0.048,0.571
applicatory,0.292,-0.583
applied,0.583,0.667
applier,0.667,0.667
applies,0.0,0.417
apply,0.224,-0.358
appoint,0.13,-0.34
appointee,0.333,0.0
appointer,0.63,0.667
appointment,0.376,0.188
appointments,0.49,0.354
apportion,0.354,-0.02
apportionment,0.104,-0.038
appraisable,0.556,-0.286
appraisal,-0.166,0.334
appraise,0.354,-0.02
appraisement,0.583,0.519
appraiser,0.0,0.667
appreciable,0.746,-0.018
appreciably,0.667,0.278
appreciate,0.77,-0.156
appreciated,0.82,-0.132
appreciates,0.53,0.0
appreciation,0.834,0.058
appreciative,0.714,-0.24
appreciatively,1.0,-0.333
appreciativeness,1.0,-0.407
appreciator,1.0,-0.333
appreciatory,1.0,-0.259
apprehend,0.042,0.248
apprehender,-0.278,0.667
apprehensibility,0.444,-0.667
apprehensible,0.625,-0.381
apprehension,-0.23,0.44
apprehensive,-0.188,0.184
apprehensively,-0.667,-0.667
apprehensiveness,-0.63,0.667
apprentice,0.23,-0.174
apprenticeship,0.624,-0.036
apprise,0.667,0.625
approach,0.224,-0.216
approachability,0.708,-0.259
approachable,0.963,-0.381
approachableness,0.762,-0.238
approaching,0.48,0.114
approbate,0.292,0.18
approbation,0.481,0.058
appropriate,0.666,-0.264
appropriately,0.792,-0.667
appropriateness,1.0,-0.571
appropriation,0.02,0.264
appropriative,-0.542,0.667
appropriator,-0.667,0.63
approvable,0.667,-0.5
approval,0.708,-0.08
approve,0.75,0.096
approved,0.666,-0.302
approvement,0.76,0.25
approver,0.667,0.407
approving,0.886,0.166
approximate,0.102,0.12
approximately,0.244,-0.208
approximating,0.166,0.23
approximation,0.164,-0.196
appstore,0.667,0.583
appurtenances,0.146,-0.176
apricot,0.416,-0.36
apron,0.164,-0.584
apropos,0.667,0.0
apt,0.164,-0.164
aptitude,0.5,-0.058
aptly,0.792,0.0
aptness,0.667,-0.037
aqua,0.312,-0.416
aquaculture,0.667,0.667
aqualung,0.259,0.63
aquamarine,0.458,-0.388
aquanaut,0.667,0.667
aquaplane,0.667,0.667
aquarian,0.0,0.0
aquarium,0.326,-0.346
aquatic,0.354,0.02
aquatically,0.111,0.0
aqueduct,0.102,-0.178
aqueous,-0.142,-0.46
aquifer,0.0,-0.593
aquiline,0.0,0.0
arab,0.0,0.0
arabesque,0.667,0.708
arabic,0.0,0.0
arable,0.02,-0.3
arachnid,-0.278,0.667
arachnoid,0.0,-0.429
arachnophobia,-0.792,0.667
arbiter,0.122,0.074
arbitrage,0.583,0.667
arbitrarily,0.0,-0.37
arbitrariness,-0.63,-0.407
arbitrary,-0.438,0.404
arbitrate,-0.06,0.24
arbitration,0.174,0.204
arbitrational,0.417,-0.667
arbitrative,0.0,-0.583
arbitrator,-0.23,-0.104
arbor,0.166,-0.02
arboreal,0.476,-0.619
arboretum,0.667,-0.667
arborist,0.667,0.619
arborous,0.593,-0.889
arc,0.104,-0.224
arcade,0.352,0.042
arcane,0.0,-0.02
arch,0.0,-0.292
archaeological,0.48,-0.118
archaeologically,0.111,-0.593
archaeologist,0.104,-0.098
archaeology,0.192,-0.284
archaic,-0.458,-0.346
archaically,-0.042,-0.667
archaism,0.0,-0.667
archaist,0.0,-0.625
archangel,0.674,0.0
archangelic,0.952,-0.593
archbishop,0.244,-0.44
archdeacon,0.0,0.0
archdeaconship,0.0,-1.0
archdiocese,-0.2,-0.358
archduchess,0.667,-0.571
archduke,-0.084,-0.174
arched,0.164,-0.194
archenemy,-1.0,0.667
archeological,0.333,-0.556
archeologist,0.708,0.667
archeology,0.667,0.667
archer,0.146,0.244
archery,0.188,0.208
archetypal,0.667,-0.333
archetype,-0.104,0.04
archetypical,0.0,-0.417
archetypically,0.222,0.074
archipelago,0.49,-0.26
architect,0.552,-0.116
architectural,0.458,-0.22
architecturally,0.667,-0.667
architecture,0.64,-0.22
archival,0.111,-1.0
archive,-0.124,-0.412
archivist,0.333,-0.593
archness,-0.167,0.125
archrival,-0.583,0.667
archway,0.667,-1.0
arctic,0.23,-0.296
ardent,0.388,0.746
ardently,1.0,1.0
ardor,0.0,0.56
arduous,-0.312,0.566
arduously,-0.63,0.667
arduousness,-0.571,0.714
are,0.0,0.0
area,-0.02,-0.388
arena,0.02,-0.53
areola,-0.166,-0.208
areole,0.0,-0.208
areyoukidding,-0.142,0.266
areyoukiddingme,-0.27,0.27
argent,0.188,-0.164
argh,-0.48,0.076
arghh,-0.416,0.072
arghhhh,-0.5,0.236
argon,0.0,-0.889
arguable,-0.25,0.63
arguably,0.0,0.208
argue,-0.814,0.596
argued,-0.667,0.667
arguer,-0.286,0.667
argument,0.02,-0.072
argumentation,-0.042,0.098
argumentative,-0.1,0.062
argumentatively,-0.708,0.667
argumentativeness,-0.619,0.667
arguments,0.082,0.204
arid,-0.354,-0.334
aridity,-0.37,-0.917
aridly,-0.667,-0.75
aridness,-0.375,-0.792
arise,0.5,0.164
arisen,0.444,0.667
aristocracy,0.376,0.098
aristocrat,0.166,-0.174
aristocratic,-0.102,0.038
aristocratically,0.667,-0.667
aristocratism,0.667,-0.593
arithmetic,-0.094,-0.08
arithmetical,0.167,-0.542
arithmetically,0.0,-0.542
arithmetician,0.593,0.583
ark,-0.208,-0.146
arm,0.104,-0.43
armada,-0.184,0.48
armadillo,0.0,-0.778
armageddon,-1.0,1.0
armament,-0.604,0.528
armaments,-0.616,0.678
armature,0.02,0.116
armband,0.0,0.0
armchair,0.292,-0.672
armed,-0.624,0.5
armenian,0.0,0.0
armful,0.667,0.0
armhole,0.0,-0.143
